isin,fund,amfi,json,category,rta_code,amfi_code,type
INF090I01PM8,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - Growth - GROWTH,Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Growth,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 Days - Growth,DEBT,786,144652,payout/growth
INF090I01PQ9,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Dividend -Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 Days - Direct - IDCW,DEBT,787,144655,payout/growth
INF090I01PP1,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - Direct - GROWTH,Franklin India Fixed Maturity Plans Series 4 Plan C (1098 days) -Growth -Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 Days - Direct - Growth,DEBT,788,144653,payout/growth
INF090I01PO4,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 Days -Qtr - IDCW,DEBT,789,144656,payout/growth
INF090I01PR7,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 Days - Qtr Direct - IDCW,DEBT,790,144657,payout/growth
INF090I01PT3,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 Days - IDCW,DEBT,791,144766,payout/growth
INF090I01PS5,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - Growth - GROWTH,Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days) - Growth,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 Days - Growth,DEBT,792,144763,payout/growth
INF090I01PW7,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days)- Dividend- Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 Days - Direct - IDCW,DEBT,793,144767,payout/growth
INF090I01PV9,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - Direct - GROWTH,Franklin India Fixed Maturity Plans Series4 - Plan D (1098 days) Growth- Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 Days - Direct - Growth,DEBT,794,144764,payout/growth
INF090I01PU1,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 Days -Qtr - IDCW,DEBT,795,144765,payout/growth
INF090I01PX5,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 4- Plan D(1098 days)- Quarterly Dividend- Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 Days - Qtr Direct - IDCW,DEBT,796,144768,payout/growth
INF090I01PZ0,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 Days - IDCW,DEBT,797,144963,payout/growth
INF090I01PY3,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - Growth - GROWTH,Franklin India Fixed Maturity Plans- Series 4- Plan E (1098 days)- Growth,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 Days - Growth,DEBT,798,144958,payout/growth
INF090I01QC7,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 4- Plan E (1098 days)- Dividend -Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 Days - Direct - IDCW,DEBT,799,144960,payout/growth
INF090I01QB9,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - Direct - GROWTH,Franklin India Fixed Maturit Plans- Series 4- Plan E (1098 days)- Growth - Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 Days - Direct - Growth,DEBT,800,144959,payout/growth
INF090I01QA1,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 Days -Qtr - IDCW,DEBT,801,144962,payout/growth
INF090I01QD5,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 Days - Qtr Direct - IDCW,DEBT,802,144961,payout/growth
INF090I01QF0,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 Days - IDCW,DEBT,803,145168,payout/growth
INF090I01QE3,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - Growth - GROWTH,Franklin India Fixed Maturity Plans- Series 4 Plan F (1286 days) -Growth,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 Days - Growth,DEBT,804,145167,payout/growth
INF090I01QI4,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - Direct - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 Days - Direct - IDCW,DEBT,805,145169,payout/growth
INF090I01QH6,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - Direct - GROWTH,Franklin India Fixed Maturity Plans - Series 4 Plan F (1286 days)- Growth -Direct,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 Days - Direct - Growth,DEBT,806,145171,payout/growth
INF090I01QG8,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 Days -Qtr - IDCW,DEBT,807,145170,payout/growth
INF090I01QJ2,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 Days - Qtr Direct - IDCW,DEBT,808,145172,payout/growth
INF090I01QL8,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 Days - IDCW,DEBT,809,145321,payout/growth
INF090I01QK0,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - Growth - GROWTH,Franklin India Fixed Maturity Plans -Series 5 Plan A (1273 days)- Growth,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 Days - Growth,DEBT,810,145317,payout/growth
INF090I01QO2,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - Direct - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 Days - Direct - IDCW,DEBT,811,145319,payout/growth
INF090I01QN4,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - Direct - GROWTH,Franklin India Fixed Maturity Plans - Series 5 Plan A (1273 days)- Growth -Direct,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 Days - Direct - Growth,DEBT,812,145318,payout/growth
INF090I01QM6,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 Days -Qtr - IDCW,DEBT,813,145322,payout/growth
INF090I01QP9,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 Days - Qtr Direct - IDCW,DEBT,814,145320,payout/growth
INF090I01QR5,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 Days - IDCW,DEBT,815,145534,payout/growth
INF090I01QQ7,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - Growth - GROWTH,Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 Days - Growth,DEBT,816,145529,payout/growth
INF090I01QU9,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - Direct - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Direct - IDCW ***,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 Days - Direct - IDCW,DEBT,817,146052,
INF090I01QT1,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth Direct,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 Days - Direct - Growth,DEBT,818,145530,payout/growth
INF090I01QS3,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 Days -Qtr - IDCW,DEBT,819,145533,payout/growth
INF090I01QV7,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - QTR Direct - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - QTR Direct - IDCW ***,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 Days - Qtr Direct - IDCW,DEBT,820,146051,
INF090I01QX3,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 Days - IDCW,DEBT,821,145781,payout/growth
INF090I01QW5,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - Growth - GROWTH,Franklin Idnia Fixed Maturity Palns- Series 5 Plan C (1259 days)- Growth,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 Days - Growth,DEBT,822,145782,payout/growth
INF090I01RA9,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - Direct - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 Days - Direct - IDCW,DEBT,823,145778,payout/growth
INF090I01QZ8,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - Direct - GROWTH,Franklin India Fixed Maturity Plans - Series5 Plan C (1259 days)- Growth Direct,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 Days - Direct - Growth,DEBT,824,145780,payout/growth
INF090I01QY1,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 Days -Qtr - IDCW,DEBT,825,145777,payout/growth
INF090I01RB7,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 Days - Qtr Direct - IDCW,DEBT,826,145779,payout/growth
INF090I01RD3,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 Days - IDCW,DEBT,827,145930,payout/growth
INF090I01RC5,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days - Growth - GROWTH,Franklin India Fixed Maturity Plans- Series 5 Plan D (1238 days)- Growth,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 Days - Growth,DEBT,828,145926,payout/growth
INF090I01RG6,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days - Direct - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 Days - Direct - IDCW,DEBT,829,145931,payout/growth
INF090I01RF8,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days - Direct - GROWTH,Franklin India Fixed Maturity Plans -Series 5 Plan D (1238 days)- Growth - Direct,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 Days - Direct - Growth,DEBT,830,145929,payout/growth
INF090I01RE1,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 Days -Qtr - IDCW,DEBT,831,145927,payout/growth
INF090I01RH4,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 5 Plan D (1238 days)- Quarterly Dividend- Direct,Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 Days - Qtr Direct - IDCW,DEBT,832,145928,payout/growth
INF090I01RJ0,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 Days - IDCW,DEBT,833,146050,payout/growth
INF090I01RI2,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Growth - GROWTH,Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 Days - Growth,DEBT,834,146049,payout/growth
INF090I01RM4,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Direct - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 Days - Direct - IDCW,DEBT,835,146052,payout/growth
INF090I01RL6,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth- Direct,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 Days - Direct - Growth,DEBT,836,146053,payout/growth
INF090I01RK8,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 Days -Qtr - IDCW,DEBT,837,146054,payout/growth
INF090I01RN2,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 Days - Qtr Direct - IDCW,DEBT,838,146051,payout/growth
INF090I01RP7,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 Days - IDCW,DEBT,839,146373,payout/growth
INF090I01RO0,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - Growth - GROWTH,Franklin India Fixed Maturity Plans Series 5 Plan F (1203 days)- Growth,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 Days - Growth,DEBT,840,146371,payout/growth
INF090I01RS1,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - Direct - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - Direct - IDCW,DEBT,841,146374,payout/growth
INF090I01RR3,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 5 Plan F (1203 days)-Growth Direct,Franklin India Fixed Maturity Plans- Series 5 Plan F (1203 days)-Growth Direct,DEBT,842,146375,payout/growth
INF090I01RQ5,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days -QTR - IDCW,DEBT,843,146370,payout/growth
INF090I01RT9,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - QTR Direct - IDCW,Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - QTR Direct - IDCW,DEBT,844,146372,payout/growth
INF090I01RV5,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 days - Dividend - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 Days - IDCW,DEBT,845,146665,
INF090I01RU7,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 days - Growth - GROWTH,*** Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth ***,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 Days - Growth,DEBT,846,141040,
INF090I01RY9,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 days - Direct - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - Direct - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 Days - Direct - IDCW,DEBT,847,144008,
INF090I01RX1,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 days - Direct - GROWTH,*** Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Growth ***,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 Days - Direct - Growth,DEBT,848,141335,
INF090I01RW3,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 days - QTR Dividend - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days -QTR - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 Days -Qtr - IDCW,DEBT,849,146669,
INF090I01RZ6,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 days - QTR Direct - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - QTR Direct - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan A 1190 Days - Qtr Direct - IDCW,DEBT,850,144012,
INF090I01SB5,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 days - Dividend - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 Days - IDCW,DEBT,851,145534,
INF090I01SA7,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 days - Growth - GROWTH,*** Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth ***,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 Days - Growth,DEBT,852,141040,
INF090I01SE9,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 days - Direct - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 Days - Direct - IDCW,DEBT,853,144270,
INF090I01SD1,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 days - Direct - GROWTH,*** Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Growth ***,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 Days - Direct - Growth,DEBT,854,141335,
INF090I01SC3,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 days - QTR Dividend - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days -QTR - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 Days -Qtr - IDCW,DEBT,855,145533,
INF090I01SF6,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 days - QTR Direct - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - QTR Direct - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan B 1182 Days - Qtr Direct - IDCW,DEBT,856,142710,
INF090I01SH2,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - IDCW,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 Days - IDCW,DEBT,857,146665,payout/growth
INF090I01SG4,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - Growth - GROWTH,Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Growth,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 Days - Growth,DEBT,858,146668,payout/growth
INF090I01SK6,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Dividend- Direct,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 Days - Direct - IDCW,DEBT,859,146666,payout/growth
INF090I01SJ8,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - Direct - GROWTH,Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Growth- Direct,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 Days - Direct - Growth,DEBT,860,146670,payout/growth
INF090I01SI0,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - QTR Dividend - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days -QTR - IDCW,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 Days -Qtr - IDCW,DEBT,861,146669,payout/growth
INF090I01SL4,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - QTR Direct - DIVIDEND PAYOUT,Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Quarterly Dividend- Direct,Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 Days - Qtr Direct - IDCW,DEBT,862,146667,payout/growth
INF090I01SM2,Franklin India Overnight Fund - Daily Dividend Plan - DAILY DIVIDEND REINVESTMENT,Franklin India Overnight Fund - Daily Dividend Plan - Daily - IDCW,Franklin India Overnight Fund - Daily - IDCW,DEBT,863,147215,reinvest
INF090I01SO8,Franklin India Overnight Fund - Growth Plan - GROWTH,Franklin India Overnight fund- Growth,Franklin India Overnight Fund - Growth Plan - Growth,DEBT,864,147213,payout/growth
INF090I01ST7,Franklin India Overnight Fund - Direct Daily Dividend Plan - DAILY DIVIDEND REINVESTMENT,Franklin India Overnight Fund - Direct Daily Dividend Plan - Daily - IDCW,Franklin India Overnight Fund - Direct - Daily - IDCW,DEBT,865,147212,reinvest
INF090I01SS9,Franklin India Overnight Fund - Direct Growth Plan - GROWTH,Franklin India Overnight Fund- Growth - Direct,Franklin India Overnight Fund - Direct Growth Plan - Growth,DEBT,866,147214,payout/growth
INF090I01SP5,Franklin India Overnight Fund - Weekly Dividend Plan - WEEKLY DIVIDEND REINVESTMENT,Franklin India Overnight Fund - Weekly Dividend Plan - Weekly - IDCW,Franklin India Overnight Fund - Weekly - IDCW - Reinvestment,DEBT,867,147216,reinvest
INF090I01SN0,Franklin India Overnight Fund - Weekly Dividend Plan - WEEKLY DIVIDEND PAYOUT,Franklin India Overnight Fund - Weekly Dividend Plan - Weekly - IDCW,Franklin India Overnight Fund - Weekly - IDCW - Payout,DEBT,867,147216,payout/growth
INF090I01SQ3,Franklin India Overnight Fund - Direct Weekly Dividend Plan - WEEKLY DIVIDEND REINVESTMENT,Franklin India Overnight Fund - Direct Weekly Dividend Plan - Weekly - IDCW,Franklin India Overnight Fund - Direct - Weekly - IDCW - Reinvestment,DEBT,868,147211,reinvest
INF090I01SR1,Franklin India Overnight Fund - Direct Weekly Dividend Plan - WEEKLY DIVIDEND PAYOUT,Franklin India Overnight Fund - Direct Weekly Dividend Plan - Weekly - IDCW,Franklin India Overnight Fund - Direct - Weekly - IDCW - Payout,DEBT,868,147211,payout/growth
INF090I01SV3,Franklin India Fixed Maturity Plans-Series 6 - plan D 1097 days - Dividend - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan D 1097 Days - IDCW,DEBT,869,144766,
INF090I01SU5,Franklin India Fixed Maturity Plans-Series 6 - plan D 1097 days - Growth - GROWTH,*** Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days) - Growth ***,Franklin India Fixed Maturity Plans-Series 6 - Plan D 1097 Days - Growth,DEBT,870,144763,
INF090I01SY7,Franklin India Fixed Maturity Plans-Series 6 - plan D 1097 days - Direct - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan D 1097 Days - Direct - IDCW,DEBT,871,144270,
INF090I01SX9,Franklin India Fixed Maturity Plans-Series 6 - plan D 1097 days - Direct - GROWTH,*** Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Growth ***,Franklin India Fixed Maturity Plans-Series 6 - Plan D 1097 Days - Direct - Growth,DEBT,872,141335,
INF090I01SW1,Franklin India Fixed Maturity Plans-Series 6 - plan D 1097 days - QTR Dividend - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days -QTR - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan D 1097 Days -Qtr - IDCW,DEBT,873,144765,
